"uri","label"
"http://publications.europa.eu/resource/authority/subject-matter/c_5cd67341","Euro banknotes issuance"
"http://publications.europa.eu/resource/authority/subject-matter/c_68aa4a7e","Euro banknotes production"
"http://publications.europa.eu/resource/authority/subject-matter/c_8c4a6e26","Monetary financing prohibition"
"http://publications.europa.eu/resource/authority/subject-matter/c_c47bf652","TARGET2-Securities (T2S)"
"http://publications.europa.eu/resource/authority/subject-matter/c_f6ee40b4","Protection of the euro"
"http://publications.europa.eu/resource/authority/subject-matter/c_f7fa4b33","Euro short term rate"
"http://publications.europa.eu/resource/authority/subject-matter/c_491cdcaa","Oversight"
"http://publications.europa.eu/resource/authority/subject-matter/c_eef03101","Sanctions"
"http://publications.europa.eu/resource/authority/subject-matter/c_05d7dbed","Supervisory powers and tasks"
"http://publications.europa.eu/resource/authority/subject-matter/c_3e1e305a","Financial assistance"
"http://publications.europa.eu/resource/authority/subject-matter/c_594e5232","Temporary framework"
"http://publications.europa.eu/resource/authority/subject-matter/c_8a588fbc","Significance assessments"
"http://publications.europa.eu/resource/authority/subject-matter/c_964d98cc","Institutional structure and Governance"
"http://publications.europa.eu/resource/authority/subject-matter/c_ac4906db","Supervisory fees"
"http://publications.europa.eu/resource/authority/subject-matter/c_adb3ab0f","Capital requirements"
"http://publications.europa.eu/resource/authority/subject-matter/c_40b2d24f","Procurement"
"http://publications.europa.eu/resource/authority/subject-matter/c_64a25727","Accounting and reporting"
"http://publications.europa.eu/resource/authority/subject-matter/c_7b45b05f","Auditing"
"http://publications.europa.eu/resource/authority/subject-matter/c_b21ec68a","Transparency"
"http://publications.europa.eu/resource/authority/subject-matter/c_cd594a3b","Fraud prevention"
"http://publications.europa.eu/resource/authority/subject-matter/c_962003de","Legal framework of the ESCB"
"http://publications.europa.eu/resource/authority/subject-matter/RULESPRO","Rules of procedure"
