"uri","label"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_EUMS","Agreement between Member States"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_EUMS_DRAFT","Draft agreement between Member States"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_INTERINSTIT_DRAFT","Draft interinstitutional agreement"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_INTERNATION_DRAFT","Draft international agreement"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_UBEREINKOM","Agreement between Member States"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_UBEREINKOM_DRAFT","Draft agreement"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_VEREINB","Agreement"
"http://publications.europa.eu/resource/authority/resource-type/ANNEX_SUM","Annex summary"
"http://publications.europa.eu/resource/authority/resource-type/CASE","Case"
"http://publications.europa.eu/resource/authority/resource-type/CASE_LAW","Reports of cases"
"http://publications.europa.eu/resource/authority/resource-type/CENSURE","Censure"
"http://publications.europa.eu/resource/authority/resource-type/CENSURE_RJ","Rejected motion of censure"
"http://publications.europa.eu/resource/authority/resource-type/CENSURE_WDW","Withdrawn motion of censure"
"http://publications.europa.eu/resource/authority/resource-type/CITIZ_SUM","Citizens’ summary"
"http://publications.europa.eu/resource/authority/resource-type/COMPOS_DRAFT","Draft common position"
"http://publications.europa.eu/resource/authority/resource-type/COMPOS_RJ_CONFIRM","Confirmation of the rejection of the common position"
"http://publications.europa.eu/resource/authority/resource-type/DECLAR_DRAFT","Draft declaration"
"http://publications.europa.eu/resource/authority/resource-type/DEC_FRAMW_DRAFT","Draft framework decision"
"http://publications.europa.eu/resource/authority/resource-type/FORM_OJ_TOC","Request form for the table of contents of the Official Journal"
"http://publications.europa.eu/resource/authority/resource-type/FORM_PPF","Form for print production file"
"http://publications.europa.eu/resource/authority/resource-type/FORM_REQ_PRE_PRESS","Request form for pre-press of publication"
"http://publications.europa.eu/resource/authority/resource-type/FORM_REQ_PUB","Request form for publication"
"http://publications.europa.eu/resource/authority/resource-type/FORM_REQ_PUB_ACCEPT","Request form for the acceptance of publication"
"http://publications.europa.eu/resource/authority/resource-type/FORM_REQ_PUB_REFUS","Request form for the refusal of publication"
"http://publications.europa.eu/resource/authority/resource-type/FORM_REQ_READY_PRESS","Request form for the ready-for-press of publication"
"http://publications.europa.eu/resource/authority/resource-type/GLOS_TERM","Glossary term"
"http://publications.europa.eu/resource/authority/resource-type/INFO_GEN","General information"
"http://publications.europa.eu/resource/authority/resource-type/INFO_SPECIAL","Special information"
"http://publications.europa.eu/resource/authority/resource-type/INFO_SUPPL","Supplementary information"
"http://publications.europa.eu/resource/authority/resource-type/INTRO_TEXT","Introductory text"
"http://publications.europa.eu/resource/authority/resource-type/ITEM_A_LIST","List of ‘A’ items"
"http://publications.europa.eu/resource/authority/resource-type/ITEM_A_LIST_ADP","List of adopted ‘A’ items"
"http://publications.europa.eu/resource/authority/resource-type/ITEM_A_LIST_PROVIS","Provisional list of ‘A’ items"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_ACTION_DRAFT","Draft joint action"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_PAPER_GREEN","Joint Green Paper"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_PAPER_WHITE","Joint White Paper"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_PROP_DIR","Joint proposal for a directive"
"http://publications.europa.eu/resource/authority/resource-type/OJ_SPECIAL","Special edition of the Official Journal"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_CASE","Advocate general’s opinion"
"http://publications.europa.eu/resource/authority/resource-type/OP_DATPRO","Provisional data"
"http://publications.europa.eu/resource/authority/resource-type/PETITION","Petition"
"http://publications.europa.eu/resource/authority/resource-type/PLANNING_DOC","Planning document"
"http://publications.europa.eu/resource/authority/resource-type/POSIT_ACCEPT","Acceptance of position"
"http://publications.europa.eu/resource/authority/resource-type/POSIT_AMEND","Amendment to position"
"http://publications.europa.eu/resource/authority/resource-type/POSIT_RJ","Rejection of position"
"http://publications.europa.eu/resource/authority/resource-type/POSIT_RJ_CONF","Confirmation of the rejection of the position"
"http://publications.europa.eu/resource/authority/resource-type/PRESS_REL","Press release"
"http://publications.europa.eu/resource/authority/resource-type/PROCEED_MINUTES","Minutes of proceeding"
"http://publications.europa.eu/resource/authority/resource-type/PROC_JURIS","Jurisdictional procedure"
"http://publications.europa.eu/resource/authority/resource-type/PROP_COMPOS","Proposal for a common position"
"http://publications.europa.eu/resource/authority/resource-type/PROP_DECLAR","Proposal for a declaration"
"http://publications.europa.eu/resource/authority/resource-type/PROP_DEC_FRAMW","Proposal for a framework decision"
"http://publications.europa.eu/resource/authority/resource-type/PROP_DIR_IMPL","Proposal for an implementing directive"
"http://publications.europa.eu/resource/authority/resource-type/PROT_DRAFT","Draft protocol"
"http://publications.europa.eu/resource/authority/resource-type/RECO_DIR","Recommendation for a directive"
"http://publications.europa.eu/resource/authority/resource-type/RECO_OPIN","Recommendation for an opinion"
"http://publications.europa.eu/resource/authority/resource-type/RECO_RES","Recommendation for a resolution"
"http://publications.europa.eu/resource/authority/resource-type/REFERRAL_LET","Referral letter"
"http://publications.europa.eu/resource/authority/resource-type/REPLY_OPIN_NP","Reply to national Parliaments’ opinion"
"http://publications.europa.eu/resource/authority/resource-type/REPORT_AAR","Annual activity report"
"http://publications.europa.eu/resource/authority/resource-type/REPORT_PERIOD","Periodic report"
